Endereços,Descrições,Metros Quadrados,Quartos,Banheiros,Vagas,Atributos,Preços
"Rua dos Bicudos, 03 - Jardim Renascença, São Luís - MA","Apartamento com 3 Quartos para Aluguel, 98",  98,  3,  3,  1,,   R$ 3.800 /Mês 
"Rua Fernando de Noronha, 1997 - Santa Cândida, Curitiba - PR","Imóvel comercial    para Aluguel, 340",  340,,  4,  2,"['Churrasqueira', 'Cozinha', 'Sistema de alarme', 'Área de serviço']",   R$ 4.000 /Mês 
"Rua Maria Otília, 210 - Jardim Anália Franco, São Paulo - SP","Apartamento com  Quarto para Aluguel, 40",  40,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 2.750 /Mês 
"Rua Raul Antônio da Silva, 236 - Aririu da Formiga, Palhoça - SC","Apartamento com 2 Quartos para Aluguel, 64",  64,  2,  1,  1,,   R$ 950 /Mês 
"Parque Sao Jorge, Taubaté - SP","Casa com 4 Quartos para Venda/Aluguel 350",  350,  4,  5,  3,"['Piscina', 'Churrasqueira', 'Ar-condicionado', 'Jardim', 'Área de serviço', '...']",   R$ 4.350 /Mês 
"Rua das Chácaras, 300 - Jardim Oriente, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 60",  60,  2,  2,  1,"['Churrasqueira', 'Elevador', 'Varanda gourmet', 'Salão de festas', 'Portaria 24h', '...']",   R$ 2.200 /Mês 
"Avenida Almirante Barroso, 465 - Marco, Belém - PA","Apartamento com 3 Quartos para Aluguel, 86",  86,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 4.700 /Mês 
"Rua Traituba - Saúde, São Paulo - SP","Apartamento com  Quarto para Aluguel, 36",  36,  1,  1,  1,"['Piscina', 'Elevador', 'Varanda', 'Aceita animais', 'Área de serviço', '...']",   R$ 2.100 /Mês 
"Avenida Doutor Oswaldo Valadão de Rezende - Conjunto Habitacional Centenario, Varginha - MG","Casa com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,['Área de serviço'],   R$ 1.100 /Mês 
"Rua José Domingos de Figueiredo - Coophamil, Cuiabá - MT","Casa com 4 Quartos para Aluguel, 3176",  3176,  4,  4,  2,"['Varanda', 'Garagem', 'Cozinha', 'Piscina', 'Área de serviço']",   R$ 2.000 /Mês 
"Ponte do Imaruim, Palhoça - SC","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  1,  1,"['Área de serviço', 'Garagem']",   R$ 1.900 /Mês 
"Rua Boa Vista - Boa Vista, São José do Rio Preto - SP","Apartamento com 3 Quartos para Aluguel, 100",  100,  3,  2,  1,"['Cozinha', 'Área de serviço']",   R$ 2.100 /Mês 
"Vila Seixas, Ribeirão Preto - SP","Kitnet/Conjugado com  Quarto para Aluguel, 40",  40,  1,  1,  --,"['Mobiliado', 'Condomínio fechado', 'Varanda', 'Armário na cozinha', 'Cozinha', '...']",   R$ 900 /Mês 
"Rua Marechal Deodoro, 1564 - Centro, São Bernardo do Campo - SP","Sala/Conjunto    para Aluguel, 21",  21,,  1,  --,,   R$ 1.200 /Mês 
"Rua Antônio Alves - Bosque dos Eucaliptos, São José dos Campos - SP","Casa com 4 Quartos para Aluguel, 174",  174,  4,  4,  3,['Móvel planejado'],   R$ 4.500 /Mês 
"Fundaçao, São Caetano do Sul - SP","Sala/Conjunto    para Aluguel, 41",  41,,  1,  --,,   R$ 1.350 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Cruzeiro, Belo Horizonte - MG","Apartamento com 3 Quartos para Aluguel, 120",  120,  3,  1,  1,['Área de serviço'],   R$ 2.200 /Mês  Preço abaixo do mercado  
"Rua Francisco Couto Vale, 250 - Petrópolis, Manaus - AM","Casa com 2 Quartos para Aluguel, 150",  150,  2,  1,  --,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Espaço gourmet', 'Quadra poliesportiva', '...']",   R$ 1.300 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Vila Santa Angelina, São Bernardo do Campo - SP","Apartamento com 2 Quartos para Aluguel, 49",  49,  2,  1,  1,"['Piscina', 'Playground', 'Salão de festas', 'Quadra poliesportiva', 'Cozinha', '...']",   R$ 1.550 /Mês 
"Rua das Orquídeas, 164 - Jockey, Teresina - PI","Apartamento com  Quarto para Aluguel, 62",  62,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.800 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Jardim Roberto, Osasco - SP","Apartamento com 2 Quartos para Aluguel, 52",  52,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Aceita animais', '...']",   R$ 2.000 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Antonieta Leitão, 100 - Freguesia do Ó, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Academia', '...']",   R$ 2.800 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Avenida São João, 241 - Jardim Esplanada, São José dos Campos - SP","Apartamento com 3 Quartos para Aluguel, 106",  106,  3,  2,  2,"['Piscina', 'Elevador', 'Área de serviço', 'Quadra poliesportiva', 'Escritório', '...']",   R$ 3.100 /Mês  Preço abaixo do mercado  
"Jardim Padovani, Londrina - PR","Sala/Conjunto    para Aluguel, 47",  47,,  1,  --,['Vista para o mar'],   R$ 1.500 /Mês 
"Quinta da Primavera, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Espaço gourmet', '...']",   R$ 3.600 /Mês 
"Estrada Caetano Monteiro, 3711 - Badu, Niterói - RJ","Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,"['Condomínio fechado', 'Ar-condicionado', 'Jardim', 'Área de serviço', 'Estacionamento para visitantes', '...']",   R$ 1.400 /Mês 
"Rua Taquarytinga, 170 - Alto da Mooca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Varanda gourmet', 'Salão de festas', '...']",   R$ 5.500 /Mês 
"Avenida Doutor Bernardo Kaplan, 123 - Parque Brasília, Campinas - SP","Apartamento com 2 Quartos para Aluguel, 73",  73,  2,  2,  1,['Elevador'],   R$ 2.800 /Mês 
"Alameda dos Cardeais, 57 - Caraguata, Mairiporã - SP","Casa com 5 Quartos à Venda/Aluguel 570",  570,  5,  6,  6,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 15.000 /Mês 
"Avenida Jamaris, 100 - Moema, São Paulo - SP","Sala/Conjunto    para Aluguel, 31",  31,,  1,  1,"['Aquecimento', 'Ar-condicionado', 'Elevador', 'Escritório']",   R$ 2.300 /Mês 
"Rua Giovanni Battista Pirelli - Vila Homero Thon, Santo André - SP","Sala/Conjunto    para Aluguel, 33",  33,,  1,  1,['Elevador'],   R$ 1.290 /Mês 
"Rua São Diego, 520 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Jardim', '...']",   R$ 2.600 /Mês 
"Rua Hugo Zen, 78 - Colônia Rio Grande, São José dos Pinhais - PR","Apartamento com 2 Quartos para Aluguel, 53",  53,  2,  1,  1,,   R$ 1.200 /Mês 
"Rua Giacinto Tognato, 374 - Baeta Neves, São Bernardo do Campo - SP","Casa com 2 Quartos para Aluguel, 80",  80,  2,  2,  1,,   R$ 1.800 /Mês 
"Avenida Jorge Zarur, 11 - Vila Ema, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  2,,   R$ 3.300 /Mês 
"Avenida Cléo de Verberena, 123 - Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,,   R$ 3.750 /Mês 
"Rua João Teixeira da Silva, 415 - Vila Invernada, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 76",  76,  3,  2,  2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Playground', '...']",   R$ 2.800 /Mês 
"Avenida Deputado Sérgio Cardoso de Almeida, 1980 - Jardim Olhos d Agua, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 97",  97,  2,  3,  2,"['Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Varanda gourmet', 'Cozinha', '...']",   R$ 4.800 /Mês 
"Estrada do Limoeiro, 36 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Mobiliado', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 1.750 /Mês 
"Campos Eliseos, Ribeirão Preto - SP","Casa com 2 Quartos para Aluguel, 66",  66,  2,  1,  1,"['Aceita animais', 'Lareira']",   R$ 1.200 /Mês 
"Rua Olívia Menelau, 207 - Imbiribeira, Recife - PE","Apartamento com 3 Quartos para Aluguel, 100",  100,  3,  3,  1,,   R$ 2.000 /Mês 
"Rua Cândido Fontoura, 1001 - Butantã, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Academia', '...']",   R$ 1.700 /Mês 
"Rua Batista de Oliveira, 1398 - Granbery, Juiz de Fora - MG","Apartamento com 3 Quartos para Aluguel, 127",  127,  3,  2,  1,"['Cozinha', 'Elevador', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.520 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Cruzeiro, Belo Horizonte - MG","Apartamento com 3 Quartos para Aluguel, 120",  120,  3,  1,  1,['Área de serviço'],   R$ 2.200 /Mês  Preço abaixo do mercado  
"Rua Francisco Couto Vale, 250 - Petrópolis, Manaus - AM","Casa com 2 Quartos para Aluguel, 150",  150,  2,  1,  --,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Espaço gourmet', 'Quadra poliesportiva', '...']",   R$ 1.300 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Vila Santa Angelina, São Bernardo do Campo - SP","Apartamento com 2 Quartos para Aluguel, 49",  49,  2,  1,  1,"['Piscina', 'Playground', 'Salão de festas', 'Quadra poliesportiva', 'Cozinha', '...']",   R$ 1.550 /Mês 
"Rua das Orquídeas, 164 - Jockey, Teresina - PI","Apartamento com  Quarto para Aluguel, 62",  62,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.800 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Jardim Roberto, Osasco - SP","Apartamento com 2 Quartos para Aluguel, 52",  52,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Aceita animais', '...']",   R$ 2.000 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Antonieta Leitão, 100 - Freguesia do Ó, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Academia', '...']",   R$ 2.800 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Avenida São João, 241 - Jardim Esplanada, São José dos Campos - SP","Apartamento com 3 Quartos para Aluguel, 106",  106,  3,  2,  2,"['Piscina', 'Elevador', 'Área de serviço', 'Quadra poliesportiva', 'Escritório', '...']",   R$ 3.100 /Mês  Preço abaixo do mercado  
"Jardim Padovani, Londrina - PR","Sala/Conjunto    para Aluguel, 47",  47,,  1,  --,['Vista para o mar'],   R$ 1.500 /Mês 
"Quinta da Primavera, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 90",  90,  2,  1,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Academia', 'Espaço gourmet', '...']",   R$ 3.600 /Mês 
"Estrada Caetano Monteiro, 3711 - Badu, Niterói - RJ","Apartamento com 2 Quartos para Aluguel, 55",  55,  2,  1,  1,"['Condomínio fechado', 'Ar-condicionado', 'Jardim', 'Área de serviço', 'Estacionamento para visitantes', '...']",   R$ 1.400 /Mês 
"Rua Taquarytinga, 170 - Alto da Mooca, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 85",  85,  2,  2,  2,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Varanda gourmet', 'Salão de festas', '...']",   R$ 5.500 /Mês 
"Avenida Doutor Bernardo Kaplan, 123 - Parque Brasília, Campinas - SP","Apartamento com 2 Quartos para Aluguel, 73",  73,  2,  2,  1,['Elevador'],   R$ 2.800 /Mês 
"Alameda dos Cardeais, 57 - Caraguata, Mairiporã - SP","Casa com 5 Quartos à Venda/Aluguel 570",  570,  5,  6,  6,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Academia', 'Aceita animais', '...']",   R$ 15.000 /Mês 
"Avenida Jamaris, 100 - Moema, São Paulo - SP","Sala/Conjunto    para Aluguel, 31",  31,,  1,  1,"['Aquecimento', 'Ar-condicionado', 'Elevador', 'Escritório']",   R$ 2.300 /Mês 
"Rua Giovanni Battista Pirelli - Vila Homero Thon, Santo André - SP","Sala/Conjunto    para Aluguel, 33",  33,,  1,  1,['Elevador'],   R$ 1.290 /Mês 
"Rua São Diego, 520 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 70",  70,  2,  2,  1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Jardim', '...']",   R$ 2.600 /Mês 
"Rua Hugo Zen, 78 - Colônia Rio Grande, São José dos Pinhais - PR","Apartamento com 2 Quartos para Aluguel, 53",  53,  2,  1,  1,,   R$ 1.200 /Mês 
"Rua Giacinto Tognato, 374 - Baeta Neves, São Bernardo do Campo - SP","Casa com 2 Quartos para Aluguel, 80",  80,  2,  2,  1,,   R$ 1.800 /Mês 
"Avenida Jorge Zarur, 11 - Vila Ema, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 62",  62,  2,  2,  2,,   R$ 3.300 /Mês 
"Avenida Cléo de Verberena, 123 - Villa Branca, Jacareí - SP","Casa com 3 Quartos para Aluguel, 165",  165,  3,  2,  2,,   R$ 3.750 /Mês 
"Rua João Teixeira da Silva, 415 - Vila Invernada, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 76",  76,  3,  2,  2,"['Piscina', 'Elevador', 'Condomínio fechado', 'Academia', 'Playground', '...']",   R$ 2.800 /Mês 
"Avenida Deputado Sérgio Cardoso de Almeida, 1980 - Jardim Olhos d Agua, Ribeirão Preto - SP","Apartamento com 2 Quartos para Aluguel, 97",  97,  2,  3,  2,"['Aceita animais', 'Ar-condicionado', 'Área de serviço', 'Varanda gourmet', 'Cozinha', '...']",   R$ 4.800 /Mês 
"Estrada do Limoeiro, 36 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Mobiliado', 'Condomínio fechado', 'Aceita animais', 'Playground', 'Portaria 24h', '...']",   R$ 1.750 /Mês 
"Campos Eliseos, Ribeirão Preto - SP","Casa com 2 Quartos para Aluguel, 66",  66,  2,  1,  1,"['Aceita animais', 'Lareira']",   R$ 1.200 /Mês 
"Rua Olívia Menelau, 207 - Imbiribeira, Recife - PE","Apartamento com 3 Quartos para Aluguel, 100",  100,  3,  3,  1,,   R$ 2.000 /Mês 
"Rua Cândido Fontoura, 1001 - Butantã, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 46",  46,  2,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Academia', '...']",   R$ 1.700 /Mês 
"Rua Batista de Oliveira, 1398 - Granbery, Juiz de Fora - MG","Apartamento com 3 Quartos para Aluguel, 127",  127,  3,  2,  1,"['Cozinha', 'Elevador', 'Interfone', 'Varanda', 'Área de serviço']",   R$ 1.520 /Mês 
"Rua Benedito da Silva, 895 - Jardim Sao Carlos, São Carlos - SP","Casa com 3 Quartos para Aluguel, 200",  200,  3,  1,  --,,   R$ 2.223 /Mês 
"Rua Comendador Miguel Calfat, 128 - Itaim Bibi, São Paulo - SP","Sala/Conjunto    para Aluguel, 25",  25,,  1,  1,"['Ar-condicionado', 'Loja', 'Elevador', 'Aquecimento', 'Escritório']",   R$ 1.200 /Mês 
"Cruzeiro, Belo Horizonte - MG","Apartamento com 3 Quartos para Aluguel, 120",  120,  3,  1,  1,['Área de serviço'],   R$ 2.200 /Mês  Preço abaixo do mercado  
"Rua Francisco Couto Vale, 250 - Petrópolis, Manaus - AM","Casa com 2 Quartos para Aluguel, 150",  150,  2,  1,  --,"['Piscina', 'Churrasqueira', 'Condomínio fechado', 'Espaço gourmet', 'Quadra poliesportiva', '...']",   R$ 1.300 /Mês 
"Travessa Chico Luiz, 37 - Centro, São José dos Campos - SP","Apartamento com 2 Quartos para Aluguel, 74",  74,  2,  1,  --,,   R$ 1.900 /Mês 
"Rua Dona Cecília Santana - Vila Granada, São Paulo - SP","Casa de condomínio com 3 Quartos para Aluguel, 150",  150,  3,  3,  4,"['Garagem', 'Jardim', 'Cozinha', 'Interfone', 'Vista exterior', '...']",   R$ 2.100 /Mês  Preço abaixo do mercado  
"Avenida Rouxinol, 174 - Indianópolis, São Paulo - SP","Flat com  Quarto para Aluguel, 42",  42,  1,  1,  1,"['Piscina', 'Mobiliado', 'Elevador', 'Academia', 'Garagem', '...']",   R$ 2.650 /Mês 
"Vila Santa Angelina, São Bernardo do Campo - SP","Apartamento com 2 Quartos para Aluguel, 49",  49,  2,  1,  1,"['Piscina', 'Playground', 'Salão de festas', 'Quadra poliesportiva', 'Cozinha', '...']",   R$ 1.550 /Mês 
"Rua das Orquídeas, 164 - Jockey, Teresina - PI","Apartamento com  Quarto para Aluguel, 62",  62,  1,  1,  1,"['Piscina', 'Mobiliado', 'Churrasqueira', 'Elevador', 'Condomínio fechado', '...']",   R$ 3.800 /Mês 
"Avenida Joaquim Bernardino de Souza, 5644 - Vila Nova Aliança , Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Churrasqueira', 'Condomínio fechado', 'Área de serviço', 'Playground', 'Salão de festas', '...']",   R$ 900 /Mês 
"Estrada do Limoeiro, 465 - Jardim Califórnia, Jacareí - SP","Apartamento com 2 Quartos para Aluguel, 45",  45,  2,  1,  1,"['Portão eletrônico', 'Portaria 24h', 'Aceita animais']",   R$ 1.750 /Mês 
"Jardim Roberto, Osasco - SP","Apartamento com 2 Quartos para Aluguel, 52",  52,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Aceita animais', '...']",   R$ 2.000 /Mês 
"Rua Ali-Babá, 252 - Jardim Gurilândia, Taubaté - SP","Casa com 2 Quartos à Venda/Aluguel 127",  127,  2,  2,  2,"['Ambientes integrados', 'Área de serviço', 'Armário na cozinha']",   R$ 1.500 /Mês 
"Rua Antonieta Leitão, 100 - Freguesia do Ó, São Paulo - SP","Apartamento com 3 Quartos para Aluguel, 85",  85,  3,  3,  2,"['Piscina', 'Churrasqueira', 'Elevador', 'Varanda', 'Academia', '...']",   R$ 2.800 /Mês 
"Rua Laranjal do Jari, 200 - Pirituba, São Paulo - SP","Apartamento com 2 Quartos para Aluguel, 40",  40,  2,  1,  1,"['Piscina', 'Churrasqueira', 'Elevador', 'Condomínio fechado', 'Aceita animais', '...']",   R$ 1.350 /Mês 
"Avenida São João, 241 - Jardim Esplanada, São José dos Campos - SP","Apartamento com 3 Quartos para Aluguel, 106",  106,  3,  2,  2,"['Piscina', 'Elevador', 'Área de serviço', 'Quadra poliesportiva', 'Escritório', '...']",   R$ 3.100 /Mês  Preço abaixo do mercado  
"Jardim Padovani, Londrina - PR","Sala/Conjunto    para Aluguel, 47",  47,,  1,  --,['Vista para o mar'],   R$ 1.500 /Mês 
